class	property	access
{LV.AbsTimeConstant}	Auto-Update From Typedef	read
{LV.AbsTimeConstant}	Bounds	read
{LV.AbsTimeConstant}	Bounds:Area Height	read
{LV.AbsTimeConstant}	Bounds:Area Width	read
{LV.AbsTimeConstant}	Class ID	read
{LV.AbsTimeConstant}	Class Name	read
{LV.AbsTimeConstant}	Description	read
{LV.AbsTimeConstant}	Format String	read
{LV.AbsTimeConstant}	Group Member Refs[]	read
{LV.AbsTimeConstant}	Grouped	read
{LV.AbsTimeConstant}	Is On Block Diagram?	read
{LV.AbsTimeConstant}	Is Typedef?	read
{LV.AbsTimeConstant}	Label	read
{LV.AbsTimeConstant}	Locked	read
{LV.AbsTimeConstant}	Master Bounds Rect	read
{LV.AbsTimeConstant}	Modified	read
{LV.AbsTimeConstant}	Numeric Text	read
{LV.AbsTimeConstant}	Owner (Deprecated)	read
{LV.AbsTimeConstant}	Owning VI	read
{LV.AbsTimeConstant}	Position	read
{LV.AbsTimeConstant}	Position:Left	read
{LV.AbsTimeConstant}	Position:Top	read
{LV.AbsTimeConstant}	Selected	read
{LV.AbsTimeConstant}	Terminal	read
{LV.AbsTimeConstant}	Tip Strip	read
{LV.AbsTimeConstant}	Total Bounds Rect	read
{LV.AbsTimeConstant}	Typedef:Path	read
{LV.AbsTimeConstant}	Typedef:VI	read
{LV.AbsTimeConstant}	Value	read
{LV.AbsTime}	Auto-Update From Typedef	read
{LV.AbsTime}	Bit Accurate Data Size	read
{LV.AbsTime}	Blinking	read
{LV.AbsTime}	Bounds	read
{LV.AbsTime}	Bounds:Area Height	read
{LV.AbsTime}	Bounds:Area Width	read
{LV.AbsTime}	Caption	read
{LV.AbsTime}	Class ID	read
{LV.AbsTime}	Class Name	read
{LV.AbsTime}	Control Reference Nodes[]	read
{LV.AbsTime}	Data Entry Limits	read
{LV.AbsTime}	Data Entry Limits:Increment	read
{LV.AbsTime}	Data Entry Limits:Maximum	read
{LV.AbsTime}	Data Entry Limits:Minimum	read
{LV.AbsTime}	DataSocket:Enabled	read
{LV.AbsTime}	DataSocket:LED Visible	read
{LV.AbsTime}	DataSocket:Mode	read
{LV.AbsTime}	DataSocket:Status	read
{LV.AbsTime}	DataSocket:URL	read
{LV.AbsTime}	Default Value	read
{LV.AbsTime}	Description	read
{LV.AbsTime}	Disabled	read
{LV.AbsTime}	Focus Key Binding	read
{LV.AbsTime}	Format String	read
{LV.AbsTime}	Group Member Refs[]	read
{LV.AbsTime}	Grouped	read
{LV.AbsTime}	Has Caption	read
{LV.AbsTime}	Indicator	read
{LV.AbsTime}	Invoke Nodes[]	read
{LV.AbsTime}	Is On Block Diagram?	read
{LV.AbsTime}	Is On Connector Pane	read
{LV.AbsTime}	Is Typedef?	read
{LV.AbsTime}	Key Focus	read
{LV.AbsTime}	Label	read
{LV.AbsTime}	Latch Value	read
{LV.AbsTime}	Local Variables[]	read
{LV.AbsTime}	Locked	read
{LV.AbsTime}	Master Bounds Rect	read
{LV.AbsTime}	Modified	read
{LV.AbsTime}	Numeric Text	read
{LV.AbsTime}	Owner (Deprecated)	read
{LV.AbsTime}	Owning VI	read
{LV.AbsTime}	Position	read
{LV.AbsTime}	Position:Left	read
{LV.AbsTime}	Position:Top	read
{LV.AbsTime}	Property Nodes[]	read
{LV.AbsTime}	Response to Value Outside Limits	read
{LV.AbsTime}	Response to Value Outside Limits:Increment	read
{LV.AbsTime}	Response to Value Outside Limits:Maximum	read
{LV.AbsTime}	Response to Value Outside Limits:Minimum	read
{LV.AbsTime}	Selected	read
{LV.AbsTime}	Skip When Tabbing	read
{LV.AbsTime}	Synchronous Display	read
{LV.AbsTime}	Terminal	read
{LV.AbsTime}	Tip Strip	read
{LV.AbsTime}	Total Bounds Rect	read
{LV.AbsTime}	Type Descriptor	read
{LV.AbsTime}	Typedef:Path	read
{LV.AbsTime}	Typedef:VI	read
{LV.AbsTime}	Value	read
{LV.AbsTime}	Value (Signaling)	write
{LV.AbsTime}	Visible	read
{LV.AbsTime}	Wizard Data	read
{LV.ActiveXContainer}	Auto-Update From Typedef	read
{LV.ActiveXContainer}	Bit Accurate Data Size	read
{LV.ActiveXContainer}	Blinking	read
{LV.ActiveXContainer}	Bounds	read
{LV.ActiveXContainer}	Bounds:Area Height	read
{LV.ActiveXContainer}	Bounds:Area Width	read
{LV.ActiveXContainer}	Caption	read
{LV.ActiveXContainer}	Class ID	read
{LV.ActiveXContainer}	Class Name	read
{LV.ActiveXContainer}	Container Bounds	read
{LV.ActiveXContainer}	Control Reference Nodes[]	read
{LV.ActiveXContainer}	DataSocket:Enabled	read
{LV.ActiveXContainer}	DataSocket:LED Visible	read
{LV.ActiveXContainer}	DataSocket:Mode	read
{LV.ActiveXContainer}	DataSocket:Status	read
{LV.ActiveXContainer}	DataSocket:URL	read
{LV.ActiveXContainer}	Default Value	read
{LV.ActiveXContainer}	Description	read
{LV.ActiveXContainer}	Disabled	read
{LV.ActiveXContainer}	Focus Key Binding	read
{LV.ActiveXContainer}	Group Member Refs[]	read
{LV.ActiveXContainer}	Grouped	read
{LV.ActiveXContainer}	Has Caption	read
{LV.ActiveXContainer}	Indicator	read
{LV.ActiveXContainer}	Invoke Nodes[]	read
{LV.ActiveXContainer}	Is On Block Diagram?	read
{LV.ActiveXContainer}	Is On Connector Pane	read
{LV.ActiveXContainer}	Is Typedef?	read
{LV.ActiveXContainer}	Key Focus	read
{LV.ActiveXContainer}	Label	read
{LV.ActiveXContainer}	Latch Value	read
{LV.ActiveXContainer}	Local Variables[]	read
{LV.ActiveXContainer}	Locked	read
{LV.ActiveXContainer}	Master Bounds Rect	read
{LV.ActiveXContainer}	Modified	read
{LV.ActiveXContainer}	Owner (Deprecated)	read
{LV.ActiveXContainer}	Owning VI	read
{LV.ActiveXContainer}	Position	read
{LV.ActiveXContainer}	Position:Left	read
{LV.ActiveXContainer}	Position:Top	read
{LV.ActiveXContainer}	Property Nodes[]	read
{LV.ActiveXContainer}	Selected	read
{LV.ActiveXContainer}	Skip When Tabbing	read
{LV.ActiveXContainer}	Synchronous Display	read
{LV.ActiveXContainer}	Terminal	read
{LV.ActiveXContainer}	Tip Strip	read
{LV.ActiveXContainer}	Total Bounds Rect	read
{LV.ActiveXContainer}	Type Descriptor	read
{LV.ActiveXContainer}	Typedef:Path	read
{LV.ActiveXContainer}	Typedef:VI	read
{LV.ActiveXContainer}	Value	read
{LV.ActiveXContainer}	Value (Signaling)	write
{LV.ActiveXContainer}	Visible	read
{LV.ActiveXContainer}	Wizard Data	read
{LV.Application}	Application:Active:VI	read
{LV.Application}	Application:All System VIs in Memory	read
{LV.Application}	Application:All VIs In Memory	read
{LV.Application}	Application:Assistants Use Strict Types Default	read
{LV.Application}	Application:Auto-Route Wires	read
{LV.Application}	Application:Command Line Arguments	read
{LV.Application}	Application:Controls Palette Open	read
{LV.Application}	Application:Default:Data Directory	read
{LV.Application}	Application:Default:Error Handler VI	read
{LV.Application}	Application:Default:File Dialog Path	read
{LV.Application}	Application:Defer Drawing	read
{LV.Application}	Application:Delete FP Terminal from Diagram	read
{LV.Application}	Application:Directory Path	read
{LV.Application}	Application:Downloaded VIs	read
{LV.Application}	Application:Embedded Root Path	read
{LV.Application}	Application:Exported VIs In Memory	read
{LV.Application}	Application:Full Feature	read
{LV.Application}	Application:Functions Palette Open	read
{LV.Application}	Application:Host Preferences Section	read
{LV.Application}	Application:Inside Build App	read
{LV.Application}	Application:Installed Package	read
{LV.Application}	Application:Internet Toolkit Installed	read
{LV.Application}	Application:Kind	read
{LV.Application}	Application:Language	read
{LV.Application}	Application:Menu Launch:VI	read
{LV.Application}	Application:Menu Set	read
{LV.Application}	Application:Name	read
{LV.Application}	Application:Parent Window For Dialogs	read
{LV.Application}	Application:Preferences File Path	read
{LV.Application}	Application:Pump OS Messages	read
{LV.Application}	Application:Real-Time Support	read
{LV.Application}	Application:Registered Organization	read
{LV.Application}	Application:Registered Owner	read
{LV.Application}	Application:Remote Web Server Active	read
{LV.Application}	Application:Search Paths	read
{LV.Application}	Application:Selection List Changed	read
{LV.Application}	Application:Serial Number	read
{LV.Application}	Application:Show FP Tip Strips	read
{LV.Application}	Application:Target:CPU	read
{LV.Application}	Application:Target:IP Address	read
{LV.Application}	Application:Target:Info	read
{LV.Application}	Application:Target:Kind	read
{LV.Application}	Application:Target:Operating System	read
{LV.Application}	Application:Tools Palette Open	read
{LV.Application}	Application:Unattended Mode	read
{LV.Application}	Application:Use App Template Browser	read
{LV.Application}	Application:User Interface Available	read
{LV.Application}	Application:User Name	read
{LV.Application}	Application:Version As Integer	read
{LV.Application}	Application:Version Number	read
{LV.Application}	Application:Window For Panel Origin	read
{LV.Application}	DNPrivAsmList	read
{LV.Application}	Display:All Monitors	read
{LV.Application}	Display:Primary Workspace	read
{LV.Application}	Module Handle	read
{LV.Application}	Operating System:Name	read
{LV.Application}	Operating System:Version Number	read
{LV.Application}	Printing:Available Printers	read
{LV.Application}	Printing:Color/Grayscale?	read
{LV.Application}	Printing:Custom All Controls?	read
{LV.Application}	Printing:Custom Connector?	read
{LV.Application}	Printing:Custom Control Descriptions?	read
{LV.Application}	Printing:Custom Control Types?	read
{LV.Application}	Printing:Custom Controls?	read
{LV.Application}	Printing:Custom Description?	read
{LV.Application}	Printing:Custom Diagram Hidden?	read
{LV.Application}	Printing:Custom Diagram Repeat?	read
{LV.Application}	Printing:Custom Diagram?	read
{LV.Application}	Printing:Custom Express VI Configuration?	read
{LV.Application}	Printing:Custom Hierarchy?	read
{LV.Application}	Printing:Custom History?	read
{LV.Application}	Printing:Custom List of SubVIs?	read
{LV.Application}	Printing:Custom Panel Border?	read
{LV.Application}	Printing:Custom Panel?	read
{LV.Application}	Printing:Default Printer	read
{LV.Application}	Printing:File Wrap Text Length	read
{LV.Application}	Printing:JPEG Quality	read
{LV.Application}	Printing:Method	read
{LV.Application}	Printing:PNG Compression Level	read
{LV.Application}	Remote Panel:Connections To Clients	read
{LV.Application}	Remote Panel:Connections To Servers	read
{LV.Application}	Remote Panel:Is Supported	read
{LV.Application}	Remote Panel:NetLoad Monitor Enabled	read
{LV.Application}	Server:Application Operations Allowed	read
{LV.Application}	Server:Logging Enabled	read
{LV.Application}	Server:Logging File Path	read
{LV.Application}	Server:Port	read
{LV.Application}	Server:TCP Listener Active	read
{LV.Application}	Server:TCP/IP Access List	read
{LV.Application}	Server:VI Access List	read
{LV.Application}	Server:VI Calls Allowed	read
{LV.Application}	Server:VI Operations Allowed	read
{LV.Application}	Web Server:HTTP Port	read
{LV.Application}	Web Server:Logging Enabled	read
{LV.Application}	Web Server:Logging File Path	read
{LV.Application}	Web Server:Read Timeout	read
{LV.Application}	Web Server:Root Directory Path	read
{LV.Application}	Web Server:Server Active	read
{LV.Application}	Web Server:TCP/IP Access List	read
{LV.Application}	Web Server:VI Access List	read
{LV.ArrayConstant}	Auto-Update From Typedef	read
{LV.ArrayConstant}	Bounds	read
{LV.ArrayConstant}	Bounds:Area Height	read
{LV.ArrayConstant}	Bounds:Area Width	read
{LV.ArrayConstant}	Class ID	read
{LV.ArrayConstant}	Class Name	read
{LV.ArrayConstant}	Description	read
{LV.ArrayConstant}	Dimension Sizes	read
{LV.ArrayConstant}	Element	read
{LV.ArrayConstant}	Element Gap?	read
{LV.ArrayConstant}	Group Member Refs[]	read
{LV.ArrayConstant}	Grouped	read
{LV.ArrayConstant}	Index Value	read
{LV.ArrayConstant}	Index Visible?	read
{LV.ArrayConstant}	Is On Block Diagram?	read
{LV.ArrayConstant}	Is Typedef?	read
{LV.ArrayConstant}	Label	read
{LV.ArrayConstant}	Locked	read
{LV.ArrayConstant}	Master Bounds Rect	read
{LV.ArrayConstant}	Modified	read
{LV.ArrayConstant}	Num Dimensions	read
{LV.ArrayConstant}	Number of Columns	read
{LV.ArrayConstant}	Number of Rows	read
{LV.ArrayConstant}	Owner (Deprecated)	read
{LV.ArrayConstant}	Owning VI	read
{LV.ArrayConstant}	Position	read
{LV.ArrayConstant}	Position:Left	read
{LV.ArrayConstant}	Position:Top	read
{LV.ArrayConstant}	Selected	read
{LV.ArrayConstant}	Selection End[]	read
{LV.ArrayConstant}	Selection Start[]	read
{LV.ArrayConstant}	Terminal	read
{LV.ArrayConstant}	Tip Strip	read
{LV.ArrayConstant}	Total Bounds Rect	read
{LV.ArrayConstant}	Typedef:Path	read
{LV.ArrayConstant}	Typedef:VI	read
{LV.ArrayConstant}	Value	read
{LV.ArrayToCluster}	Bounds	read
{LV.ArrayToCluster}	Bounds:Area Height	read
{LV.ArrayToCluster}	Bounds:Area Width	read
{LV.ArrayToCluster}	Class ID	read
{LV.ArrayToCluster}	Class Name	read
{LV.ArrayToCluster}	Clump Num	read
{LV.ArrayToCluster}	Cluster Size	read
{LV.ArrayToCluster}	Description	read
{LV.ArrayToCluster}	Fire Count	read
{LV.ArrayToCluster}	Group Member Refs[]	read
{LV.ArrayToCluster}	Grouped	read
{LV.ArrayToCluster}	Has Side Effects?	read
{LV.ArrayToCluster}	Icon	read
{LV.ArrayToCluster}	Is Asynchronous	read
{LV.ArrayToCluster}	Is Break Point Set	read
{LV.ArrayToCluster}	Is On Block Diagram?	read
{LV.ArrayToCluster}	Label	read
{LV.ArrayToCluster}	Locked	read
{LV.ArrayToCluster}	Master Bounds Rect	read
{LV.ArrayToCluster}	Modified	read
{LV.ArrayToCluster}	Owner (Deprecated)	read
{LV.ArrayToCluster}	Owning VI	read
{LV.ArrayToCluster}	Position	read
{LV.ArrayToCluster}	Position:Left	read
{LV.ArrayToCluster}	Position:Top	read
{LV.ArrayToCluster}	Selected	read
{LV.ArrayToCluster}	Short Count	read
{LV.ArrayToCluster}	Style	read
{LV.ArrayToCluster}	Terminals Visible?	read
{LV.ArrayToCluster}	Terminals[]	read
{LV.ArrayToCluster}	Total Bounds Rect	read
{LV.Array}	Array Element	read
{LV.Array}	Auto-Update From Typedef	read
{LV.Array}	Bit Accurate Data Size	read
{LV.Array}	Blinking	read
{LV.Array}	Bounds	read
{LV.Array}	Bounds:Area Height	read
{LV.Array}	Bounds:Area Width	read
{LV.Array}	Caption	read
{LV.Array}	Class ID	read
{LV.Array}	Class Name	read
{LV.Array}	Control Reference Nodes[]	read
{LV.Array}	DataSocket:Enabled	read
{LV.Array}	DataSocket:LED Visible	read
{LV.Array}	DataSocket:Mode	read
{LV.Array}	DataSocket:Status	read
{LV.Array}	DataSocket:URL	read
{LV.Array}	Default Value	read
{LV.Array}	Description	read
{LV.Array}	Dimension Sizes	read
{LV.Array}	Disabled	read
{LV.Array}	Focus Key Binding	read
{LV.Array}	Group Member Refs[]	read
{LV.Array}	Grouped	read
{LV.Array}	Has Caption	read
{LV.Array}	Index Values	read
{LV.Array}	Index Visible	read
{LV.Array}	Indicator	read
{LV.Array}	Invoke Nodes[]	read
{LV.Array}	Is On Block Diagram?	read
{LV.Array}	Is On Connector Pane	read
{LV.Array}	Is Typedef?	read
{LV.Array}	Key Focus	read
{LV.Array}	Label	read
{LV.Array}	Latch Value	read
{LV.Array}	Local Variables[]	read
{LV.Array}	Locked	read
{LV.Array}	Master Bounds Rect	read
{LV.Array}	Modified	read
{LV.Array}	Number Of Dimensions	read
{LV.Array}	Number of Columns	read
{LV.Array}	Number of Rows	read
{LV.Array}	Owner (Deprecated)	read
{LV.Array}	Owning VI	read
{LV.Array}	Position	read
{LV.Array}	Position:Left	read
{LV.Array}	Position:Top	read
{LV.Array}	Property Nodes[]	read
{LV.Array}	Selected	read
{LV.Array}	Selection Size[]	read
{LV.Array}	Selection Start[]	read
{LV.Array}	Skip When Tabbing	read
{LV.Array}	Synchronous Display	read
{LV.Array}	Terminal	read
{LV.Array}	Tip Strip	read
{LV.Array}	Total Bounds Rect	read
{LV.Array}	Type Descriptor	read
{LV.Array}	Typedef:Path	read
{LV.Array}	Typedef:VI	read
{LV.Array}	Value	read
{LV.Array}	Value (Signaling)	write
{LV.Array}	Visible	read
{LV.Array}	Wizard Data	read
{LV.BooleanConstant}	Auto-Update From Typedef	read
{LV.BooleanConstant}	Bounds	read
{LV.BooleanConstant}	Bounds:Area Height	read
{LV.BooleanConstant}	Bounds:Area Width	read
{LV.BooleanConstant}	Class ID	read
{LV.BooleanConstant}	Class Name	read
{LV.BooleanConstant}	Description	read
{LV.BooleanConstant}	Group Member Refs[]	read
{LV.BooleanConstant}	Grouped	read
{LV.BooleanConstant}	Is On Block Diagram?	read
{LV.BooleanConstant}	Is Typedef?	read
{LV.BooleanConstant}	Label	read
{LV.BooleanConstant}	Locked	read
{LV.BooleanConstant}	Master Bounds Rect	read
{LV.BooleanConstant}	Modified	read
{LV.BooleanConstant}	Owner (Deprecated)	read
{LV.BooleanConstant}	Owning VI	read
{LV.BooleanConstant}	Position	read
{LV.BooleanConstant}	Position:Left	read
{LV.BooleanConstant}	Position:Top	read
{LV.BooleanConstant}	Selected	read
{LV.BooleanConstant}	Terminal	read
{LV.BooleanConstant}	Tip Strip	read
{LV.BooleanConstant}	Total Bounds Rect	read
{LV.BooleanConstant}	Typedef:Path	read
{LV.BooleanConstant}	Typedef:VI	read
{LV.BooleanConstant}	Value	read
{LV.Boolean}	Auto-Update From Typedef	read
{LV.Boolean}	Bit Accurate Data Size	read
{LV.Boolean}	Blinking	read
{LV.Boolean}	Boolean Text	read
{LV.Boolean}	Bounds	read
{LV.Boolean}	Bounds:Area Height	read
{LV.Boolean}	Bounds:Area Width	read
{LV.Boolean}	Button Size	read
{LV.Boolean}	Caption	read
{LV.Boolean}	Class ID	read
{LV.Boolean}	Class Name	read
{LV.Boolean}	Colors [4]	read
{LV.Boolean}	Control Reference Nodes[]	read
{LV.Boolean}	DataSocket:Enabled	read
{LV.Boolean}	DataSocket:LED Visible	read
{LV.Boolean}	DataSocket:Mode	read
{LV.Boolean}	DataSocket:Status	read
{LV.Boolean}	DataSocket:URL	read
{LV.Boolean}	Default Value	read
{LV.Boolean}	Description	read
{LV.Boolean}	Disabled	read
{LV.Boolean}	Focus Key Binding	read
{LV.Boolean}	Group Member Refs[]	read
{LV.Boolean}	Grouped	read
{LV.Boolean}	Has Caption	read
{LV.Boolean}	Indicator	read
{LV.Boolean}	Invoke Nodes[]	read
{LV.Boolean}	Is On Block Diagram?	read
{LV.Boolean}	Is On Connector Pane	read
{LV.Boolean}	Is Typedef?	read
{LV.Boolean}	IsTracking	read
{LV.Boolean}	Key Focus	read
{LV.Boolean}	Label	read
{LV.Boolean}	Latch Value	read
{LV.Boolean}	Local Variables[]	read
{LV.Boolean}	Lock Boolean Text In Center	read
{LV.Boolean}	Locked	read
{LV.Boolean}	Master Bounds Rect	read
{LV.Boolean}	Mechanical Action	read
{LV.Boolean}	Modified	read
{LV.Boolean}	Multiple Text String	read
{LV.Boolean}	Owner (Deprecated)	read
{LV.Boolean}	Owning VI	read
{LV.Boolean}	Position	read
{LV.Boolean}	Position:Left	read
{LV.Boolean}	Position:Top	read
{LV.Boolean}	Property Nodes[]	read
{LV.Boolean}	Selected	read
{LV.Boolean}	Skip When Tabbing	read
{LV.Boolean}	Strings [4]	read
{LV.Boolean}	Synchronous Display	read
{LV.Boolean}	Terminal	read
{LV.Boolean}	Tip Strip	read
{LV.Boolean}	Total Bounds Rect	read
{LV.Boolean}	Type Descriptor	read
{LV.Boolean}	Typedef:Path	read
{LV.Boolean}	Typedef:VI	read
{LV.Boolean}	Value	read
{LV.Boolean}	Value (Signaling)	write
{LV.Boolean}	Visible	read
{LV.Boolean}	Wizard Data	read
{LV.BuildArray}	Bounds	read
{LV.BuildArray}	Bounds:Area Height	read
{LV.BuildArray}	Bounds:Area Width	read
{LV.BuildArray}	Class ID	read
{LV.BuildArray}	Class Name	read
{LV.BuildArray}	Clump Num	read
{LV.BuildArray}	Concatenate Inputs	read
{LV.BuildArray}	Description	read
{LV.BuildArray}	Fire Count	read
{LV.BuildArray}	Group Member Refs[]	read
{LV.BuildArray}	Grouped	read
{LV.BuildArray}	Icon	read
{LV.BuildArray}	Input Count	read
{LV.BuildArray}	Input Terminals	read
{LV.BuildArray}	Is Asynchronous	read
{LV.BuildArray}	Is Break Point Set	read
{LV.BuildArray}	Is On Block Diagram?	read
{LV.BuildArray}	Label	read
{LV.BuildArray}	Locked	read
{LV.BuildArray}	Master Bounds Rect	read
{LV.BuildArray}	Modified	read
{LV.BuildArray}	Owner (Deprecated)	read
{LV.BuildArray}	Owning VI	read
{LV.BuildArray}	Position	read
{LV.BuildArray}	Position:Left	read
{LV.BuildArray}	Position:Top	read
{LV.BuildArray}	Selected	read
{LV.BuildArray}	Short Count	read
{LV.BuildArray}	Style	read
{LV.BuildArray}	Terminal Height	read
{LV.BuildArray}	Terminals[]	read
{LV.BuildArray}	Total Bounds Rect	read
{LV.BuildClusterArray}	Bounds	read
{LV.BuildClusterArray}	Bounds:Area Height	read
{LV.BuildClusterArray}	Bounds:Area Width	read
{LV.BuildClusterArray}	Class ID	read
{LV.BuildClusterArray}	Class Name	read
{LV.BuildClusterArray}	Clump Num	read
{LV.BuildClusterArray}	Description	read
{LV.BuildClusterArray}	Fire Count	read
{LV.BuildClusterArray}	Group Member Refs[]	read
{LV.BuildClusterArray}	Grouped	read
{LV.BuildClusterArray}	Icon	read
{LV.BuildClusterArray}	Is Asynchronous	read
{LV.BuildClusterArray}	Is Break Point Set	read
{LV.BuildClusterArray}	Is On Block Diagram?	read
{LV.BuildClusterArray}	Label	read
{LV.BuildClusterArray}	Locked	read
{LV.BuildClusterArray}	Master Bounds Rect	read
{LV.BuildClusterArray}	Modified	read
{LV.BuildClusterArray}	Owner (Deprecated)	read
{LV.BuildClusterArray}	Owning VI	read
{LV.BuildClusterArray}	Position	read
{LV.BuildClusterArray}	Position:Left	read
{LV.BuildClusterArray}	Position:Top	read
{LV.BuildClusterArray}	Selected	read
{LV.BuildClusterArray}	Short Count	read
{LV.BuildClusterArray}	Style	read
{LV.BuildClusterArray}	Terminal Height	read
{LV.BuildClusterArray}	Terminals[]	read
{LV.BuildClusterArray}	Total Bounds Rect	read
{LV.Bundler}	Bounds	read
{LV.Bundler}	Bounds:Area Height	read
{LV.Bundler}	Bounds:Area Width	read
{LV.Bundler}	Class ID	read
{LV.Bundler}	Class Name	read
{LV.Bundler}	Clump Num	read
{LV.Bundler}	Description	read
{LV.Bundler}	Fire Count	read
{LV.Bundler}	Group Member Refs[]	read
{LV.Bundler}	Grouped	read
{LV.Bundler}	Icon	read
{LV.Bundler}	Input Count	read
{LV.Bundler}	Input Terminals	read
{LV.Bundler}	Is Asynchronous	read
{LV.Bundler}	Is Break Point Set	read
{LV.Bundler}	Is On Block Diagram?	read
{LV.Bundler}	Label	read
{LV.Bundler}	Locked	read
{LV.Bundler}	Master Bounds Rect	read
{LV.Bundler}	Modified	read
{LV.Bundler}	Owner (Deprecated)	read
{LV.Bundler}	Owning VI	read
{LV.Bundler}	Position	read
{LV.Bundler}	Position:Left	read
{LV.Bundler}	Position:Top	read
{LV.Bundler}	Selected	read
{LV.Bundler}	Short Count	read
{LV.Bundler}	Style	read
{LV.Bundler}	Terminal Height	read
{LV.Bundler}	Terminals[]	read
{LV.Bundler}	Total Bounds Rect	read
{LV.CIN}	Bounds	read
{LV.CIN}	Bounds:Area Height	read
{LV.CIN}	Bounds:Area Width	read
{LV.CIN}	Class ID	read
{LV.CIN}	Class Name	read
{LV.CIN}	Clump Num	read
{LV.CIN}	Code Resource Path	read
{LV.CIN}	Description	read
{LV.CIN}	Fire Count	read
{LV.CIN}	Group Member Refs[]	read
{LV.CIN}	Grouped	read
{LV.CIN}	Icon	read
{LV.CIN}	Is Asynchronous	read
{LV.CIN}	Is Break Point Set	read
{LV.CIN}	Is On Block Diagram?	read
{LV.CIN}	Label	read
{LV.CIN}	Locked	read
{LV.CIN}	Master Bounds Rect	read
{LV.CIN}	Modified	read
{LV.CIN}	Owner (Deprecated)	read
{LV.CIN}	Owning VI	read
{LV.CIN}	Position	read
{LV.CIN}	Position:Left	read
{LV.CIN}	Position:Top	read
{LV.CIN}	Selected	read
{LV.CIN}	Short Count	read
{LV.CIN}	Style	read
{LV.CIN}	Terminal Height	read
{LV.CIN}	Terminals[]	read
{LV.CIN}	Total Bounds Rect	read
{LV.CallByRef}	Bounds	read
{LV.CallByRef}	Bounds:Area Height	read
{LV.CallByRef}	Bounds:Area Width	read
{LV.CallByRef}	Class ID	read
{LV.CallByRef}	Class Name	read
{LV.CallByRef}	Clump Num	read
{LV.CallByRef}	Description	read
{LV.CallByRef}	Fire Count	read
{LV.CallByRef}	Group Member Refs[]	read
{LV.CallByRef}	Grouped	read
{LV.CallByRef}	Icon	read
{LV.CallByRef}	Is Asynchronous	read
{LV.CallByRef}	Is Break Point Set	read
{LV.CallByRef}	Is On Block Diagram?	read
{LV.CallByRef}	Label	read
{LV.CallByRef}	Locked	read
{LV.CallByRef}	Master Bounds Rect	read
{LV.CallByRef}	Modified	read
{LV.CallByRef}	Owner (Deprecated)	read
{LV.CallByRef}	Owning VI	read
{LV.CallByRef}	Position	read
{LV.CallByRef}	Position:Left	read
{LV.CallByRef}	Position:Top	read
{LV.CallByRef}	Selected	read
{LV.CallByRef}	Short Count	read
{LV.CallByRef}	Style	read
{LV.CallByRef}	Terminals[]	read
{LV.CallByRef}	Total Bounds Rect	read
{LV.CallLibrary}	Allow Preallocation	read
{LV.CallLibrary}	Any Thread?	read
{LV.CallLibrary}	Bounds	read
{LV.CallLibrary}	Bounds:Area Height	read
{LV.CallLibrary}	Bounds:Area Width	read
{LV.CallLibrary}	Calling Convention	read
{LV.CallLibrary}	Class ID	read
{LV.CallLibrary}	Class Name	read
{LV.CallLibrary}	Clump Num	read
{LV.CallLibrary}	Description	read
{LV.CallLibrary}	Fire Count	read
{LV.CallLibrary}	Function Name	read
{LV.CallLibrary}	Group Member Refs[]	read
{LV.CallLibrary}	Grouped	read
{LV.CallLibrary}	Icon	read
{LV.CallLibrary}	Is Asynchronous	read
{LV.CallLibrary}	Is Break Point Set	read
{LV.CallLibrary}	Is On Block Diagram?	read
{LV.CallLibrary}	Label	read
{LV.CallLibrary}	Library Path	read
{LV.CallLibrary}	Locked	read
{LV.CallLibrary}	Master Bounds Rect	read
{LV.CallLibrary}	Modified	read
{LV.CallLibrary}	NI Validated	read
{LV.CallLibrary}	Old Parameter Info	read
{LV.CallLibrary}	Owner (Deprecated)	read
{LV.CallLibrary}	Owning VI	read
{LV.CallLibrary}	Position	read
{LV.CallLibrary}	Position:Left	read
{LV.CallLibrary}	Position:Top	read
{LV.CallLibrary}	Selected	read
{LV.CallLibrary}	Short Count	read
{LV.CallLibrary}	Style	read
{LV.CallLibrary}	Terminal Height	read
{LV.CallLibrary}	Terminals[]	read
{LV.CallLibrary}	Total Bounds Rect	read
{LV.CaseStructure}	AutoSize To Fit Contents?	read
{LV.CaseStructure}	Bounds	read
{LV.CaseStructure}	Bounds:Area Height	read
{LV.CaseStructure}	Bounds:Area Width	read
{LV.CaseStructure}	Class ID	read
{LV.CaseStructure}	Class Name	read
{LV.CaseStructure}	Clump Num	read
{LV.CaseStructure}	Default Case	read
{LV.CaseStructure}	Description	read
{LV.CaseStructure}	Diagrams[]	read
{LV.CaseStructure}	Fire Count	read
{LV.CaseStructure}	Frame Names	read
{LV.CaseStructure}	Frame Selector Rect	read
{LV.CaseStructure}	Frame Size	read
{LV.CaseStructure}	Frames[]	read
{LV.CaseStructure}	Group Member Refs[]	read
{LV.CaseStructure}	Grouped	read
{LV.CaseStructure}	Icon	read
{LV.CaseStructure}	Is Asynchronous	read
{LV.CaseStructure}	Is Break Point Set	read
{LV.CaseStructure}	Is On Block Diagram?	read
{LV.CaseStructure}	Label	read
{LV.CaseStructure}	Locked	read
{LV.CaseStructure}	Master Bounds Rect	read
{LV.CaseStructure}	Modified	read
