class	property	access
{LV.CaseStructure}	Owner (Deprecated)	read
{LV.CaseStructure}	Owning VI	read
{LV.CaseStructure}	Position	read
{LV.CaseStructure}	Position:Left	read
{LV.CaseStructure}	Position:Top	read
{LV.CaseStructure}	Selected	read
{LV.CaseStructure}	Selector	read
{LV.CaseStructure}	Short Count	read
{LV.CaseStructure}	Style	read
{LV.CaseStructure}	Terminals[]	read
{LV.CaseStructure}	Total Bounds Rect	read
{LV.CaseStructure}	Tunnels[]	read
{LV.CaseStructure}	Visible Frame	read
{LV.ClassSpecifierConstant}	Auto-Update From Typedef	read
{LV.ClassSpecifierConstant}	Bounds	read
{LV.ClassSpecifierConstant}	Bounds:Area Height	read
{LV.ClassSpecifierConstant}	Bounds:Area Width	read
{LV.ClassSpecifierConstant}	Class ID	read
{LV.ClassSpecifierConstant}	Class Name	read
{LV.ClassSpecifierConstant}	Description	read
{LV.ClassSpecifierConstant}	Group Member Refs[]	read
{LV.ClassSpecifierConstant}	Grouped	read
{LV.ClassSpecifierConstant}	Is On Block Diagram?	read
{LV.ClassSpecifierConstant}	Is Typedef?	read
{LV.ClassSpecifierConstant}	Label	read
{LV.ClassSpecifierConstant}	Locked	read
{LV.ClassSpecifierConstant}	Master Bounds Rect	read
{LV.ClassSpecifierConstant}	Modified	read
{LV.ClassSpecifierConstant}	Owner (Deprecated)	read
{LV.ClassSpecifierConstant}	Owning VI	read
{LV.ClassSpecifierConstant}	Position	read
{LV.ClassSpecifierConstant}	Position:Left	read
{LV.ClassSpecifierConstant}	Position:Top	read
{LV.ClassSpecifierConstant}	Selected	read
{LV.ClassSpecifierConstant}	Terminal	read
{LV.ClassSpecifierConstant}	Tip Strip	read
{LV.ClassSpecifierConstant}	Total Bounds Rect	read
{LV.ClassSpecifierConstant}	Type (Deprecated)	read
{LV.ClassSpecifierConstant}	Typedef:Path	read
{LV.ClassSpecifierConstant}	Typedef:VI	read
{LV.ClassSpecifierConstant}	Value	read
{LV.ClusterConstant}	Auto Sizing?	read
{LV.ClusterConstant}	Auto-Update From Typedef	read
{LV.ClusterConstant}	Bounds	read
{LV.ClusterConstant}	Bounds:Area Height	read
{LV.ClusterConstant}	Bounds:Area Width	read
{LV.ClusterConstant}	Class ID	read
{LV.ClusterConstant}	Class Name	read
{LV.ClusterConstant}	Description	read
{LV.ClusterConstant}	Elements[]	read
{LV.ClusterConstant}	Group Member Refs[]	read
{LV.ClusterConstant}	Grouped	read
{LV.ClusterConstant}	Is On Block Diagram?	read
{LV.ClusterConstant}	Is Typedef?	read
{LV.ClusterConstant}	Label	read
{LV.ClusterConstant}	Locked	read
{LV.ClusterConstant}	Master Bounds Rect	read
{LV.ClusterConstant}	Modified	read
{LV.ClusterConstant}	Owner (Deprecated)	read
{LV.ClusterConstant}	Owning VI	read
{LV.ClusterConstant}	Position	read
{LV.ClusterConstant}	Position:Left	read
{LV.ClusterConstant}	Position:Top	read
{LV.ClusterConstant}	Selected	read
{LV.ClusterConstant}	Terminal	read
{LV.ClusterConstant}	Tip Strip	read
{LV.ClusterConstant}	Total Bounds Rect	read
{LV.ClusterConstant}	Typedef:Path	read
{LV.ClusterConstant}	Typedef:VI	read
{LV.ClusterConstant}	Value	read
{LV.Cluster}	All Objects[]	read
{LV.Cluster}	Auto Sizing	read
{LV.Cluster}	Auto-Update From Typedef	read
{LV.Cluster}	Bit Accurate Data Size	read
{LV.Cluster}	Blinking	read
{LV.Cluster}	Bounds	read
{LV.Cluster}	Bounds:Area Height	read
{LV.Cluster}	Bounds:Area Width	read
{LV.Cluster}	Caption	read
{LV.Cluster}	Class ID	read
{LV.Cluster}	Class Name	read
{LV.Cluster}	Cluster Size	read
{LV.Cluster}	Cluster Size:Height	read
{LV.Cluster}	Cluster Size:Width	read
{LV.Cluster}	Color	read
{LV.Cluster}	Control Reference Nodes[]	read
{LV.Cluster}	Controls[]	read
{LV.Cluster}	DataSocket:Enabled	read
{LV.Cluster}	DataSocket:LED Visible	read
{LV.Cluster}	DataSocket:Mode	read
{LV.Cluster}	DataSocket:Status	read
{LV.Cluster}	DataSocket:URL	read
{LV.Cluster}	Decorations[]	read
{LV.Cluster}	Default Value	read
{LV.Cluster}	Description	read
{LV.Cluster}	Disabled	read
{LV.Cluster}	Focus Key Binding	read
{LV.Cluster}	Group Member Refs[]	read
{LV.Cluster}	Grouped	read
{LV.Cluster}	Has Caption	read
{LV.Cluster}	Indicator	read
{LV.Cluster}	Invoke Nodes[]	read
{LV.Cluster}	Is On Block Diagram?	read
{LV.Cluster}	Is On Connector Pane	read
{LV.Cluster}	Is Typedef?	read
{LV.Cluster}	Key Focus	read
{LV.Cluster}	Label	read
{LV.Cluster}	Latch Value	read
{LV.Cluster}	Local Variables[]	read
{LV.Cluster}	Locked	read
{LV.Cluster}	Master Bounds Rect	read
{LV.Cluster}	Modified	read
{LV.Cluster}	Owner (Deprecated)	read
{LV.Cluster}	Owning VI	read
{LV.Cluster}	Position	read
{LV.Cluster}	Position:Left	read
{LV.Cluster}	Position:Top	read
{LV.Cluster}	Property Nodes[]	read
{LV.Cluster}	Selected	read
{LV.Cluster}	Skip When Tabbing	read
{LV.Cluster}	Synchronous Display	read
{LV.Cluster}	Terminal	read
{LV.Cluster}	Tip Strip	read
{LV.Cluster}	Total Bounds Rect	read
{LV.Cluster}	Type Descriptor	read
{LV.Cluster}	Typedef:Path	read
{LV.Cluster}	Typedef:VI	read
{LV.Cluster}	Value	read
{LV.Cluster}	Value (Signaling)	write
{LV.Cluster}	Visible	read
{LV.Cluster}	Wizard Data	read
{LV.ColorBoxConstant}	Auto-Update From Typedef	read
{LV.ColorBoxConstant}	Bounds	read
{LV.ColorBoxConstant}	Bounds:Area Height	read
{LV.ColorBoxConstant}	Bounds:Area Width	read
{LV.ColorBoxConstant}	Class ID	read
{LV.ColorBoxConstant}	Class Name	read
{LV.ColorBoxConstant}	Description	read
{LV.ColorBoxConstant}	Group Member Refs[]	read
{LV.ColorBoxConstant}	Grouped	read
{LV.ColorBoxConstant}	Is On Block Diagram?	read
{LV.ColorBoxConstant}	Is Typedef?	read
{LV.ColorBoxConstant}	Label	read
{LV.ColorBoxConstant}	Locked	read
{LV.ColorBoxConstant}	Master Bounds Rect	read
{LV.ColorBoxConstant}	Modified	read
{LV.ColorBoxConstant}	Owner (Deprecated)	read
{LV.ColorBoxConstant}	Owning VI	read
{LV.ColorBoxConstant}	Position	read
{LV.ColorBoxConstant}	Position:Left	read
{LV.ColorBoxConstant}	Position:Top	read
{LV.ColorBoxConstant}	Selected	read
{LV.ColorBoxConstant}	Terminal	read
{LV.ColorBoxConstant}	Tip Strip	read
{LV.ColorBoxConstant}	Total Bounds Rect	read
{LV.ColorBoxConstant}	Typedef:Path	read
{LV.ColorBoxConstant}	Typedef:VI	read
{LV.ColorBoxConstant}	Value	read
{LV.ColorBox}	Allow Transparent	read
{LV.ColorBox}	Auto-Update From Typedef	read
{LV.ColorBox}	Bit Accurate Data Size	read
{LV.ColorBox}	Blinking	read
{LV.ColorBox}	Bounds	read
{LV.ColorBox}	Bounds:Area Height	read
{LV.ColorBox}	Bounds:Area Width	read
{LV.ColorBox}	Caption	read
{LV.ColorBox}	Class ID	read
{LV.ColorBox}	Class Name	read
{LV.ColorBox}	Color Area Size	read
{LV.ColorBox}	Control Reference Nodes[]	read
{LV.ColorBox}	DataSocket:Enabled	read
{LV.ColorBox}	DataSocket:LED Visible	read
{LV.ColorBox}	DataSocket:Mode	read
{LV.ColorBox}	DataSocket:Status	read
{LV.ColorBox}	DataSocket:URL	read
{LV.ColorBox}	Default Value	read
{LV.ColorBox}	Description	read
{LV.ColorBox}	Disabled	read
{LV.ColorBox}	Focus Key Binding	read
{LV.ColorBox}	Group Member Refs[]	read
{LV.ColorBox}	Grouped	read
{LV.ColorBox}	Has Caption	read
{LV.ColorBox}	Indicator	read
{LV.ColorBox}	Invoke Nodes[]	read
{LV.ColorBox}	Is On Block Diagram?	read
{LV.ColorBox}	Is On Connector Pane	read
{LV.ColorBox}	Is Typedef?	read
{LV.ColorBox}	Key Focus	read
{LV.ColorBox}	Label	read
{LV.ColorBox}	Latch Value	read
{LV.ColorBox}	Local Variables[]	read
{LV.ColorBox}	Locked	read
{LV.ColorBox}	Master Bounds Rect	read
{LV.ColorBox}	Modified	read
{LV.ColorBox}	Owner (Deprecated)	read
{LV.ColorBox}	Owning VI	read
{LV.ColorBox}	Position	read
{LV.ColorBox}	Position:Left	read
{LV.ColorBox}	Position:Top	read
{LV.ColorBox}	Property Nodes[]	read
{LV.ColorBox}	Selected	read
{LV.ColorBox}	Skip When Tabbing	read
{LV.ColorBox}	Synchronous Display	read
{LV.ColorBox}	Terminal	read
{LV.ColorBox}	Tip Strip	read
{LV.ColorBox}	Total Bounds Rect	read
{LV.ColorBox}	Type Descriptor	read
{LV.ColorBox}	Typedef:Path	read
{LV.ColorBox}	Typedef:VI	read
{LV.ColorBox}	Value	read
{LV.ColorBox}	Value (Signaling)	write
{LV.ColorBox}	Visible	read
{LV.ColorBox}	Wizard Data	read
{LV.ColorGraphScale}	Bounds	read
{LV.ColorGraphScale}	Bounds:Area Height	read
{LV.ColorGraphScale}	Bounds:Area Width	read
{LV.ColorGraphScale}	Class ID	read
{LV.ColorGraphScale}	Class Name	read
{LV.ColorGraphScale}	Display Format	read
{LV.ColorGraphScale}	Display Format:Format	read
{LV.ColorGraphScale}	Display Format:Precision	read
{LV.ColorGraphScale}	Editable	read
{LV.ColorGraphScale}	Flipped	read
{LV.ColorGraphScale}	Format String	read
{LV.ColorGraphScale}	Group Member Refs[]	read
{LV.ColorGraphScale}	Grouped	read
{LV.ColorGraphScale}	High Color	read
{LV.ColorGraphScale}	Interpolate Color	read
{LV.ColorGraphScale}	Is On Block Diagram?	read
{LV.ColorGraphScale}	Locked	read
{LV.ColorGraphScale}	Loose Fit	read
{LV.ColorGraphScale}	Low Color	read
{LV.ColorGraphScale}	Mapping Mode	read
{LV.ColorGraphScale}	Marker	read
{LV.ColorGraphScale}	Marker Colors	read
{LV.ColorGraphScale}	Marker Colors:BG Color	read
{LV.ColorGraphScale}	Marker Colors:Text Color	read
{LV.ColorGraphScale}	Marker Values[]	read
{LV.ColorGraphScale}	Master Bounds Rect	read
{LV.ColorGraphScale}	Modified	read
{LV.ColorGraphScale}	Name Label	read
{LV.ColorGraphScale}	Offset and Multiplier	read
{LV.ColorGraphScale}	Offset and Multiplier:Multiplier	read
{LV.ColorGraphScale}	Offset and Multiplier:Offset	read
{LV.ColorGraphScale}	Owner (Deprecated)	read
{LV.ColorGraphScale}	Owning VI	read
{LV.ColorGraphScale}	Position	read
{LV.ColorGraphScale}	Position:Left	read
{LV.ColorGraphScale}	Position:Top	read
{LV.ColorGraphScale}	Ramp Visible	read
{LV.ColorGraphScale}	Range	read
{LV.ColorGraphScale}	Range:Increment	read
{LV.ColorGraphScale}	Range:Maximum	read
{LV.ColorGraphScale}	Range:Minimum	read
{LV.ColorGraphScale}	Range:Minor Increment	read
{LV.ColorGraphScale}	Range:Start	read
{LV.ColorGraphScale}	Scale Fit	read
{LV.ColorGraphScale}	Selected	read
{LV.ColorGraphScale}	Style	read
{LV.ColorGraphScale}	Tick Colors:Minor Tick Color	read
{LV.ColorGraphScale}	Tick Colors:Tick Color	read
{LV.ColorGraphScale}	Total Bounds Rect	read
{LV.ColorGraphScale}	Uniform Marker Spacing?	read
{LV.ColorGraphScale}	Unit Label	read
{LV.ColorGraphScale}	Visible	read
{LV.ColorRamp}	Auto-Update From Typedef	read
{LV.ColorRamp}	Bit Accurate Data Size	read
{LV.ColorRamp}	Blinking	read
{LV.ColorRamp}	Bounds	read
{LV.ColorRamp}	Bounds:Area Height	read
{LV.ColorRamp}	Bounds:Area Width	read
{LV.ColorRamp}	Caption	read
{LV.ColorRamp}	Class ID	read
{LV.ColorRamp}	Class Name	read
{LV.ColorRamp}	Color Area Size	read
{LV.ColorRamp}	Control Reference Nodes[]	read
{LV.ColorRamp}	Data Entry Limits	read
{LV.ColorRamp}	Data Entry Limits:Increment	read
{LV.ColorRamp}	Data Entry Limits:Maximum	read
{LV.ColorRamp}	Data Entry Limits:Minimum	read
{LV.ColorRamp}	DataSocket:Enabled	read
{LV.ColorRamp}	DataSocket:LED Visible	read
{LV.ColorRamp}	DataSocket:Mode	read
{LV.ColorRamp}	DataSocket:Status	read
{LV.ColorRamp}	DataSocket:URL	read
{LV.ColorRamp}	Default Value	read
{LV.ColorRamp}	Description	read
{LV.ColorRamp}	Digital Display	read
{LV.ColorRamp}	Disabled	read
{LV.ColorRamp}	Focus Key Binding	read
{LV.ColorRamp}	Group Member Refs[]	read
{LV.ColorRamp}	Grouped	read
{LV.ColorRamp}	Has Caption	read
{LV.ColorRamp}	Indicator	read
{LV.ColorRamp}	Invoke Nodes[]	read
{LV.ColorRamp}	Is On Block Diagram?	read
{LV.ColorRamp}	Is On Connector Pane	read
{LV.ColorRamp}	Is Typedef?	read
{LV.ColorRamp}	Key Focus	read
{LV.ColorRamp}	Label	read
{LV.ColorRamp}	Latch Value	read
{LV.ColorRamp}	Local Variables[]	read
{LV.ColorRamp}	Locked	read
{LV.ColorRamp}	Master Bounds Rect	read
{LV.ColorRamp}	Modified	read
{LV.ColorRamp}	Owner (Deprecated)	read
{LV.ColorRamp}	Owning VI	read
{LV.ColorRamp}	Position	read
{LV.ColorRamp}	Position:Left	read
{LV.ColorRamp}	Position:Top	read
{LV.ColorRamp}	Property Nodes[]	read
{LV.ColorRamp}	RGB Value	read
{LV.ColorRamp}	Representation	read
{LV.ColorRamp}	Response to Value Outside Limits	read
{LV.ColorRamp}	Response to Value Outside Limits:Increment	read
{LV.ColorRamp}	Response to Value Outside Limits:Maximum	read
{LV.ColorRamp}	Response to Value Outside Limits:Minimum	read
{LV.ColorRamp}	Scale	read
{LV.ColorRamp}	Selected	read
{LV.ColorRamp}	Skip When Tabbing	read
{LV.ColorRamp}	Synchronous Display	read
{LV.ColorRamp}	Terminal	read
{LV.ColorRamp}	Tip Strip	read
{LV.ColorRamp}	Total Bounds Rect	read
{LV.ColorRamp}	Type Descriptor	read
{LV.ColorRamp}	Typedef:Path	read
{LV.ColorRamp}	Typedef:VI	read
{LV.ColorRamp}	Unit Label	read
{LV.ColorRamp}	Value	read
{LV.ColorRamp}	Value (Signaling)	write
{LV.ColorRamp}	Visible	read
{LV.ColorRamp}	Wizard Data	read
{LV.ColorScale}	Bounds	read
{LV.ColorScale}	Bounds:Area Height	read
{LV.ColorScale}	Bounds:Area Width	read
{LV.ColorScale}	Class ID	read
{LV.ColorScale}	Class Name	read
{LV.ColorScale}	Display Format	read
{LV.ColorScale}	Display Format:Format	read
{LV.ColorScale}	Display Format:Precision	read
{LV.ColorScale}	Editable	read
{LV.ColorScale}	Flipped	read
{LV.ColorScale}	Format String	read
{LV.ColorScale}	Group Member Refs[]	read
{LV.ColorScale}	Grouped	read
{LV.ColorScale}	High Color	read
{LV.ColorScale}	Interpolate Color	read
{LV.ColorScale}	Is On Block Diagram?	read
{LV.ColorScale}	Locked	read
{LV.ColorScale}	Low Color	read
{LV.ColorScale}	Mapping Mode	read
{LV.ColorScale}	Marker	read
{LV.ColorScale}	Marker Colors	read
{LV.ColorScale}	Marker Colors:BG Color	read
{LV.ColorScale}	Marker Colors:Text Color	read
{LV.ColorScale}	Marker Values[]	read
{LV.ColorScale}	Master Bounds Rect	read
{LV.ColorScale}	Modified	read
{LV.ColorScale}	Owner (Deprecated)	read
{LV.ColorScale}	Owning VI	read
{LV.ColorScale}	Position	read
{LV.ColorScale}	Position:Left	read
{LV.ColorScale}	Position:Top	read
{LV.ColorScale}	Ramp Visible	read
{LV.ColorScale}	Range	read
{LV.ColorScale}	Range:Increment	read
{LV.ColorScale}	Range:Maximum	read
{LV.ColorScale}	Range:Minimum	read
{LV.ColorScale}	Range:Minor Increment	read
{LV.ColorScale}	Range:Start	read
{LV.ColorScale}	Selected	read
{LV.ColorScale}	Style	read
{LV.ColorScale}	Tick Colors:Minor Tick Color	read
{LV.ColorScale}	Tick Colors:Tick Color	read
{LV.ColorScale}	Total Bounds Rect	read
{LV.ColorScale}	Uniform Marker Spacing?	read
{LV.ColorScale}	Visible	read
{LV.ComboBoxConstant}	Auto-Update From Typedef	read
{LV.ComboBoxConstant}	Bounds	read
{LV.ComboBoxConstant}	Bounds:Area Height	read
{LV.ComboBoxConstant}	Bounds:Area Width	read
{LV.ComboBoxConstant}	Class ID	read
{LV.ComboBoxConstant}	Class Name	read
{LV.ComboBoxConstant}	Description	read
{LV.ComboBoxConstant}	Display Style	read
{LV.ComboBoxConstant}	Group Member Refs[]	read
{LV.ComboBoxConstant}	Grouped	read
{LV.ComboBoxConstant}	Is On Block Diagram?	read
{LV.ComboBoxConstant}	Is Typedef?	read
{LV.ComboBoxConstant}	Label	read
{LV.ComboBoxConstant}	Limit To Single Line?	read
{LV.ComboBoxConstant}	Locked	read
{LV.ComboBoxConstant}	Master Bounds Rect	read
{LV.ComboBoxConstant}	Modified	read
{LV.ComboBoxConstant}	Owner (Deprecated)	read
{LV.ComboBoxConstant}	Owning VI	read
{LV.ComboBoxConstant}	Position	read
{LV.ComboBoxConstant}	Position:Left	read
{LV.ComboBoxConstant}	Position:Top	read
{LV.ComboBoxConstant}	Prealloc Length	read
{LV.ComboBoxConstant}	Scrollbar Visible?	read
{LV.ComboBoxConstant}	Selected	read
{LV.ComboBoxConstant}	Size To Text?	read
{LV.ComboBoxConstant}	Strings And Values []	read
{LV.ComboBoxConstant}	Strings []	read
{LV.ComboBoxConstant}	Terminal	read
{LV.ComboBoxConstant}	Tip Strip	read
{LV.ComboBoxConstant}	Total Bounds Rect	read
{LV.ComboBoxConstant}	Typedef:Path	read
{LV.ComboBoxConstant}	Typedef:VI	read
{LV.ComboBoxConstant}	Value	read
{LV.ComboBox}	Allow Undefined Strings	read
{LV.ComboBox}	Auto-Update From Typedef	read
{LV.ComboBox}	Bit Accurate Data Size	read
{LV.ComboBox}	Blinking	read
{LV.ComboBox}	Bounds	read
{LV.ComboBox}	Bounds:Area Height	read
{LV.ComboBox}	Bounds:Area Width	read
{LV.ComboBox}	Caption	read
{LV.ComboBox}	Class ID	read
{LV.ComboBox}	Class Name	read
{LV.ComboBox}	Control Reference Nodes[]	read
{LV.ComboBox}	DataSocket:Enabled	read
{LV.ComboBox}	DataSocket:LED Visible	read
{LV.ComboBox}	DataSocket:Mode	read
{LV.ComboBox}	DataSocket:Status	read
{LV.ComboBox}	DataSocket:URL	read
{LV.ComboBox}	Default Value	read
{LV.ComboBox}	Description	read
{LV.ComboBox}	Disabled	read
{LV.ComboBox}	Display Style	read
{LV.ComboBox}	Focus Key Binding	read
{LV.ComboBox}	Force Unicode Text	read
{LV.ComboBox}	Group Member Refs[]	read
{LV.ComboBox}	Grouped	read
{LV.ComboBox}	Has Caption	read
{LV.ComboBox}	Indicator	read
{LV.ComboBox}	Invoke Nodes[]	read
{LV.ComboBox}	Is On Block Diagram?	read
{LV.ComboBox}	Is On Connector Pane	read
{LV.ComboBox}	Is Typedef?	read
{LV.ComboBox}	Key Focus	read
{LV.ComboBox}	Label	read
{LV.ComboBox}	Latch Value	read
{LV.ComboBox}	Limit To Single Line?	read
{LV.ComboBox}	Local Variables[]	read
{LV.ComboBox}	Locked	read
{LV.ComboBox}	Master Bounds Rect	read
{LV.ComboBox}	Modified	read
{LV.ComboBox}	Owner (Deprecated)	read
{LV.ComboBox}	Owning VI	read
{LV.ComboBox}	Position	read
{LV.ComboBox}	Position:Left	read
{LV.ComboBox}	Position:Top	read
{LV.ComboBox}	Prealloc Length	read
{LV.ComboBox}	Property Nodes[]	read
{LV.ComboBox}	Scrollbar Visible	read
{LV.ComboBox}	Selected	read
{LV.ComboBox}	Size	read
{LV.ComboBox}	Skip When Tabbing	read
{LV.ComboBox}	Strings And Values []	read
{LV.ComboBox}	Strings []	read
{LV.ComboBox}	Synchronous Display	read
{LV.ComboBox}	Terminal	read
{LV.ComboBox}	Text	read
{LV.ComboBox}	Tip Strip	read
{LV.ComboBox}	Total Bounds Rect	read
{LV.ComboBox}	Type Descriptor	read
{LV.ComboBox}	Typedef:Path	read
{LV.ComboBox}	Typedef:VI	read
{LV.ComboBox}	Update While Typing?	read
{LV.ComboBox}	Value	read
{LV.ComboBox}	Value (Signaling)	write
{LV.ComboBox}	Visible	read
{LV.ComboBox}	Wizard Data	read
{LV.CompanionDiagram}	All Objects[]	read
{LV.CompanionDiagram}	Bounds	read
{LV.CompanionDiagram}	Bounds:Area Height	read
{LV.CompanionDiagram}	Bounds:Area Width	read
{LV.CompanionDiagram}	Class ID	read
{LV.CompanionDiagram}	Class Name	read
{LV.CompanionDiagram}	Color	read
{LV.CompanionDiagram}	Decorations[]	read
{LV.CompanionDiagram}	Firing Order	read
{LV.CompanionDiagram}	Functions[]	read
{LV.CompanionDiagram}	Group Member Refs[]	read
{LV.CompanionDiagram}	Grouped	read
{LV.CompanionDiagram}	Is Break Point Set	read
{LV.CompanionDiagram}	Is On Block Diagram?	read
{LV.CompanionDiagram}	Locked	read
{LV.CompanionDiagram}	Master Bounds Rect	read
{LV.CompanionDiagram}	Modified	read
{LV.CompanionDiagram}	Owner (Deprecated)	read
{LV.CompanionDiagram}	Owning VI	read
{LV.CompanionDiagram}	Position	read
{LV.CompanionDiagram}	Position:Left	read
{LV.CompanionDiagram}	Position:Top	read
{LV.CompanionDiagram}	Selected	read
{LV.CompanionDiagram}	SubVIs[]	read
{LV.CompanionDiagram}	Total Bounds Rect	read
{LV.CompanionDiagram}	Visible Bounds	read
{LV.CompanionDiagram}	Wires[]	read
{LV.Comparison}	Bounds	read
{LV.Comparison}	Bounds:Area Height	read
{LV.Comparison}	Bounds:Area Width	read
{LV.Comparison}	Class ID	read
{LV.Comparison}	Class Name	read
{LV.Comparison}	Clump Num	read
{LV.Comparison}	Compare Aggregates?	read
{LV.Comparison}	Description	read
{LV.Comparison}	Fire Count	read
{LV.Comparison}	Group Member Refs[]	read
{LV.Comparison}	Grouped	read
{LV.Comparison}	Has Side Effects?	read
{LV.Comparison}	Icon	read
{LV.Comparison}	Is Asynchronous	read
{LV.Comparison}	Is Break Point Set	read
{LV.Comparison}	Is On Block Diagram?	read
{LV.Comparison}	Label	read
{LV.Comparison}	Locked	read
{LV.Comparison}	Master Bounds Rect	read
{LV.Comparison}	Modified	read
{LV.Comparison}	Owner (Deprecated)	read
{LV.Comparison}	Owning VI	read
{LV.Comparison}	Position	read
{LV.Comparison}	Position:Left	read
{LV.Comparison}	Position:Top	read
{LV.Comparison}	Selected	read
{LV.Comparison}	Short Count	read
{LV.Comparison}	Style	read
{LV.Comparison}	Terminals Visible?	read
{LV.Comparison}	Terminals[]	read
{LV.Comparison}	Total Bounds Rect	read
{LV.CompoundArithmetic}	Bounds	read
{LV.CompoundArithmetic}	Bounds:Area Height	read
{LV.CompoundArithmetic}	Bounds:Area Width	read
{LV.CompoundArithmetic}	Class ID	read
{LV.CompoundArithmetic}	Class Name	read
{LV.CompoundArithmetic}	Clump Num	read
